Continent,Country,Year,Temperature(C),Rainfall(mm),Pesticide use(toai),Crop,Quantity(hg/ha)
South America,Argentina,2010,17.58,591.0,105915.04,Maize,78040
South America,Argentina,2011,17.76,591.0,100424.62,Maize,63503
South America,Argentina,2012,18.3,591.0,136185.08,Maize,57346
South America,Argentina,2013,16.66,591.0,171945.54,Maize,66037
South America,Argentina,1992,17.3,591.0,26156.0,Potatoes,199039
South America,Argentina,1993,17.42,591.0,26156.0,Potatoes,210314
South America,Argentina,1994,18.24,591.0,30195.0,Potatoes,230166
South America,Argentina,1995,17.68,591.0,37842.0,Potatoes,274272
South America,Argentina,1996,17.8,591.0,54595.0,Potatoes,228877
South America,Argentina,1997,18.42,591.0,77691.0,Potatoes,268502
South America,Argentina,1998,17.38,591.0,62397.0,Potatoes,293744
South America,Argentina,1999,17.43,591.0,62831.39,Potatoes,238938
South America,Argentina,2000,17.32,591.0,63265.78,Potatoes,277566
South America,Argentina,2001,18.07,591.0,63700.17,Potatoes,283768
South America,Argentina,2002,17.82,591.0,64134.56,Potatoes,251347
South America,Argentina,2004,17.89,591.0,65003.34,Potatoes,288717
South America,Argentina,2005,17.58,591.0,65437.73,Potatoes,283917
South America,Argentina,2006,18.23,591.0,65872.12,Potatoes,285828
South America,Argentina,2007,16.92,591.0,81582.64,Potatoes,286765
South America,Argentina,2008,18.05,591.0,87149.01,Potatoes,279412
South America,Argentina,2009,18.12,591.0,61586.56,Potatoes,284439
South America,Argentina,2010,17.58,591.0,105915.04,Potatoes,289849
South America,Argentina,2011,17.76,591.0,100424.62,Potatoes,286657
South America,Argentina,2012,18.3,591.0,136185.08,Potatoes,287821
South America,Argentina,2013,16.66,591.0,171945.54,Potatoes,288984
South America,Argentina,1992,17.3,591.0,26156.0,"Rice, paddy",52075
South America,Argentina,1993,17.42,591.0,26156.0,"Rice, paddy",43559
South America,Argentina,1994,18.24,591.0,30195.0,"Rice, paddy",42989
South America,Argentina,1995,17.68,591.0,37842.0,"Rice, paddy",50306
South America,Argentina,1996,17.8,591.0,54595.0,"Rice, paddy",51031
South America,Argentina,1997,18.42,591.0,77691.0,"Rice, paddy",53703
South America,Argentina,1998,17.38,591.0,62397.0,"Rice, paddy",47762
South America,Argentina,1999,17.43,591.0,62831.39,"Rice, paddy",57337
South America,Argentina,2000,17.32,591.0,63265.78,"Rice, paddy",47798
South America,Argentina,2001,18.07,591.0,63700.17,"Rice, paddy",57495
South America,Argentina,2002,17.82,591.0,64134.56,"Rice, paddy",57197
South America,Argentina,2004,17.89,591.0,65003.34,"Rice, paddy",62661
South America,Argentina,2005,17.58,591.0,65437.73,"Rice, paddy",60165
South America,Argentina,2006,18.23,591.0,65872.12,"Rice, paddy",70610
South America,Argentina,2007,16.92,591.0,81582.64,"Rice, paddy",65604
South America,Argentina,2008,18.05,591.0,87149.01,"Rice, paddy",68278
South America,Argentina,2009,18.12,591.0,61586.56,"Rice, paddy",68842
South America,Argentina,2010,17.58,591.0,105915.04,"Rice, paddy",57646
South America,Argentina,2011,17.76,591.0,100424.62,"Rice, paddy",67901
South America,Argentina,2012,18.3,591.0,136185.08,"Rice, paddy",66617
South America,Argentina,2013,16.66,591.0,171945.54,"Rice, paddy",67187
South America,Argentina,1992,17.3,591.0,26156.0,Sorghum,36217
South America,Argentina,1993,17.42,591.0,26156.0,Sorghum,39529
South America,Argentina,1994,18.24,591.0,30195.0,Sorghum,35065
South America,Argentina,1995,17.68,591.0,37842.0,Sorghum,34588
South America,Argentina,1996,17.8,591.0,54595.0,Sorghum,38763
South America,Argentina,1997,18.42,591.0,77691.0,Sorghum,36845
South America,Argentina,1998,17.38,591.0,62397.0,Sorghum,48105
South America,Argentina,1999,17.43,591.0,62831.39,Sorghum,43845
South America,Argentina,2000,17.32,591.0,63265.78,Sorghum,46477
South America,Argentina,2001,18.07,591.0,63700.17,Sorghum,47429
South America,Argentina,2002,17.82,591.0,64134.56,Sorghum,52691
South America,Argentina,2004,17.89,591.0,65003.34,Sorghum,45531
South America,Argentina,2005,17.58,591.0,65437.73,Sorghum,51872
South America,Argentina,2006,18.23,591.0,65872.12,Sorghum,46778
South America,Argentina,2007,16.92,591.0,81582.64,Sorghum,47021
South America,Argentina,2008,18.05,591.0,87149.01,Sorghum,47474
South America,Argentina,2009,18.12,591.0,61586.56,Sorghum,38752
South America,Argentina,2010,17.58,591.0,105915.04,Sorghum,48163
South America,Argentina,2011,17.76,591.0,100424.62,Sorghum,44029
South America,Argentina,2012,18.3,591.0,136185.08,Sorghum,46534
South America,Argentina,2013,16.66,591.0,171945.54,Sorghum,40852
South America,Argentina,1992,17.3,591.0,26156.0,Soybeans,22915
South America,Argentina,1993,17.42,591.0,26156.0,Soybeans,21589
South America,Argentina,1994,18.24,591.0,30195.0,Soybeans,20386
South America,Argentina,1995,17.68,591.0,37842.0,Soybeans,20446
South America,Argentina,1996,17.8,591.0,54595.0,Soybeans,21051
South America,Argentina,1997,18.42,591.0,77691.0,Soybeans,17212
South America,Argentina,1998,17.38,591.0,62397.0,Soybeans,26937
South America,Argentina,1999,17.43,591.0,62831.39,Soybeans,24450
South America,Argentina,2000,17.32,591.0,63265.78,Soybeans,23312
South America,Argentina,2001,18.07,591.0,63700.17,Soybeans,25846
South America,Argentina,2002,17.82,591.0,64134.56,Soybeans,26304
South America,Argentina,2004,17.89,591.0,65003.34,Soybeans,22075
South America,Argentina,2005,17.58,591.0,65437.73,Soybeans,27287
South America,Argentina,2006,18.23,591.0,65872.12,Soybeans,26793
South America,Argentina,2007,16.92,591.0,81582.64,Soybeans,29712
South America,Argentina,2008,18.05,591.0,87149.01,Soybeans,28216
South America,Argentina,2009,18.12,591.0,61586.56,Soybeans,18480
South America,Argentina,2010,17.58,591.0,105915.04,Soybeans,29053
South America,Argentina,2011,17.76,591.0,100424.62,Soybeans,26053
South America,Argentina,2012,18.3,591.0,136185.08,Soybeans,22814
South America,Argentina,2013,16.66,591.0,171945.54,Soybeans,25391
South America,Argentina,1992,17.3,591.0,26156.0,Sweet potatoes,127273
South America,Argentina,1993,17.42,591.0,26156.0,Sweet potatoes,122955
South America,Argentina,1994,18.24,591.0,30195.0,Sweet potatoes,176667
South America,Argentina,1995,17.68,591.0,37842.0,Sweet potatoes,168000
South America,Argentina,1996,17.8,591.0,54595.0,Sweet potatoes,170000
South America,Argentina,1997,18.42,591.0,77691.0,Sweet potatoes,145662
South America,Argentina,1998,17.38,591.0,62397.0,Sweet potatoes,175055
South America,Argentina,1999,17.43,591.0,62831.39,Sweet potatoes,143991
South America,Argentina,2000,17.32,591.0,63265.78,Sweet potatoes,151462
South America,Argentina,2001,18.07,591.0,63700.17,Sweet potatoes,155212
South America,Argentina,2002,17.82,591.0,64134.56,Sweet potatoes,155890
South America,Argentina,2004,17.89,591.0,65003.34,Sweet potatoes,154867
South America,Argentina,2005,17.58,591.0,65437.73,Sweet potatoes,154472
South America,Argentina,2006,18.23,591.0,65872.12,Sweet potatoes,143478
South America,Argentina,2007,16.92,591.0,81582.64,Sweet potatoes,141667
South America,Argentina,2008,18.05,591.0,87149.01,Sweet potatoes,145105
South America,Argentina,2009,18.12,591.0,61586.56,Sweet potatoes,151208
South America,Argentina,2010,17.58,591.0,105915.04,Sweet potatoes,149382
South America,Argentina,2011,17.76,591.0,100424.62,Sweet potatoes,148754
South America,Argentina,2012,18.3,591.0,136185.08,Sweet potatoes,148126
South America,Argentina,2013,16.66,591.0,171945.54,Sweet potatoes,147498
South America,Argentina,1992,17.3,591.0,26156.0,Wheat,21809
South America,Argentina,1993,17.42,591.0,26156.0,Wheat,23272
South America,Argentina,1994,18.24,591.0,30195.0,Wheat,20237
South America,Argentina,1995,17.68,591.0,37842.0,Wheat,21675
South America,Argentina,1996,17.8,591.0,54595.0,Wheat,19344
South America,Argentina,1997,18.42,591.0,77691.0,Wheat,22426
South America,Argentina,1998,17.38,591.0,62397.0,Wheat,26088
South America,Argentina,1999,17.43,591.0,62831.39,Wheat,23028
South America,Argentina,2000,17.32,591.0,63265.78,Wheat,24873
South America,Argentina,2001,18.07,591.0,63700.17,Wheat,24934
South America,Argentina,2002,17.82,591.0,64134.56,Wheat,22398
South America,Argentina,2004,17.89,591.0,65003.34,Wheat,25441
South America,Argentina,2005,17.58,591.0,65437.73,Wheat,26356
South America,Argentina,2006,18.23,591.0,65872.12,Wheat,25302
South America,Argentina,2007,16.92,591.0,81582.64,Wheat,26234
South America,Argentina,2008,18.05,591.0,87149.01,Wheat,28271
South America,Argentina,2009,18.12,591.0,61586.56,Wheat,19628
South America,Argentina,2010,17.58,591.0,105915.04,Wheat,27113
South America,Argentina,2011,17.76,591.0,100424.62,Wheat,35063
South America,Argentina,2012,18.3,591.0,136185.08,Wheat,32199
South America,Argentina,2013,16.66,591.0,171945.54,Wheat,26581
Asia,Armenia,1992,7.44,562.0,8.0,Maize,32344
Asia,Armenia,1993,7.69,562.0,8.0,Maize,32261
Asia,Armenia,1994,8.84,562.0,23.0,Maize,32667
Asia,Armenia,1995,9.76,562.0,23.9,Maize,18261
Asia,Armenia,1996,9.55,562.0,32.0,Maize,22239
Asia,Armenia,1997,9.1,562.0,41.46,Maize,45548
Asia,Armenia,1998,10.28,562.0,50.92,Maize,26082
Asia,Armenia,1999,10.11,562.0,60.38,Maize,40303
Asia,Armenia,2000,9.68,562.0,69.85,Maize,23178
Asia,Armenia,2001,10.18,562.0,79.31,Maize,37913
Asia,Armenia,2002,9.41,562.0,88.77,Maize,37380
Asia,Armenia,2004,9.55,562.0,204.77,Maize,61791
Asia,Armenia,2005,9.58,562.0,220.51,Maize,44692
Asia,Armenia,2006,9.89,562.0,227.55,Maize,33271
Asia,Armenia,2007,9.44,562.0,241.71,Maize,53262
Asia,Armenia,2008,9.51,562.0,218.2,Maize,53424
Asia,Armenia,2009,9.67,562.0,198.36,Maize,57763
Asia,Armenia,2010,11.31,562.0,278.72,Maize,46724
Asia,Armenia,2011,8.93,562.0,278.72,Maize,54257
Asia,Armenia,2012,10.2,562.0,278.72,Maize,62215
Asia,Armenia,2013,11.08,562.0,278.72,Maize,67114
Asia,Armenia,1992,7.44,562.0,8.0,Potatoes,111301
Asia,Armenia,1993,7.69,562.0,8.0,Potatoes,134416
Asia,Armenia,1994,8.84,562.0,23.0,Potatoes,131195
Asia,Armenia,1995,9.76,562.0,23.9,Potatoes,131196
Asia,Armenia,1996,9.55,562.0,32.0,Potatoes,129626
Asia,Armenia,1997,9.1,562.0,41.46,Potatoes,109362
Asia,Armenia,1998,10.28,562.0,50.92,Potatoes,134409
Asia,Armenia,1999,10.11,562.0,60.38,Potatoes,130618
Asia,Armenia,2000,9.68,562.0,69.85,Potatoes,87349
Asia,Armenia,2001,10.18,562.0,79.31,Potatoes,114619
Asia,Armenia,2002,9.41,562.0,88.77,Potatoes,122814
Asia,Armenia,2004,9.55,562.0,204.77,Potatoes,161509
Asia,Armenia,2005,9.58,562.0,220.51,Potatoes,164459
Asia,Armenia,2006,9.89,562.0,227.55,Potatoes,163418
Asia,Armenia,2007,9.44,562.0,241.71,Potatoes,184719
Asia,Armenia,2008,9.51,562.0,218.2,Potatoes,189096
Asia,Armenia,2009,9.67,562.0,198.36,Potatoes,185496
Asia,Armenia,2010,11.31,562.0,278.72,Potatoes,170146
Asia,Armenia,2011,8.93,562.0,278.72,Potatoes,194426
Asia,Armenia,2012,10.2,562.0,278.72,Potatoes,207151
Asia,Armenia,2013,11.08,562.0,278.72,Potatoes,215290
Asia,Armenia,1992,7.44,562.0,8.0,Wheat,21600
Asia,Armenia,1993,7.69,562.0,8.0,Wheat,22257
Asia,Armenia,1994,8.84,562.0,23.0,Wheat,17842
Asia,Armenia,1995,9.76,562.0,23.9,Wheat,25480
Asia,Armenia,1996,9.55,562.0,32.0,Wheat,23569
Asia,Armenia,1997,9.1,562.0,41.46,Wheat,17009
Asia,Armenia,1998,10.28,562.0,50.92,Wheat,20651
Asia,Armenia,1999,10.11,562.0,60.38,Wheat,19466
Asia,Armenia,2000,9.68,562.0,69.85,Wheat,16679
Asia,Armenia,2001,10.18,562.0,79.31,Wheat,22263
Asia,Armenia,2002,9.41,562.0,88.77,Wheat,23877
Asia,Armenia,2004,9.55,562.0,204.77,Wheat,23416
Asia,Armenia,2005,9.58,562.0,220.51,Wheat,20252
Asia,Armenia,2006,9.89,562.0,227.55,Wheat,14627
Asia,Armenia,2007,9.44,562.0,241.71,Wheat,25837
Asia,Armenia,2008,9.51,562.0,218.2,Wheat,24322
Asia,Armenia,2009,9.67,562.0,198.36,Wheat,22374
Asia,Armenia,2010,11.31,562.0,278.72,Wheat,21192
Asia,Armenia,2011,8.93,562.0,278.72,Wheat,28800
Asia,Armenia,2012,10.2,562.0,278.72,Wheat,26010
Asia,Armenia,2013,11.08,562.0,278.72,Wheat,31273
Oceania,Australia,1992,16.34,534.0,22234.0,Maize,51721
Oceania,Australia,1993,17.07,534.0,23899.0,Maize,44261
Oceania,Australia,1994,16.9,534.0,21057.0,Maize,46620
Oceania,Australia,1995,16.55,534.0,25598.0,Maize,48263
Oceania,Australia,1996,16.58,534.0,31185.0,Maize,57689
Oceania,Australia,1997,17.0,534.0,34091.0,Maize,59403
Oceania,Australia,1998,17.16,534.0,37215.0,Maize,47544
Oceania,Australia,1999,17.16,534.0,34200.0,Maize,51212
Oceania,Australia,2000,17.32,534.0,33475.0,Maize,49360
Oceania,Australia,2001,17.24,534.0,32710.0,Maize,46471
Oceania,Australia,2002,17.18,534.0,26651.0,Maize,54929
Oceania,Australia,2004,17.26,534.0,36276.0,Maize,56326
Oceania,Australia,2005,17.48,534.0,34310.0,Maize,57983
Oceania,Australia,2006,17.25,534.0,35900.0,Maize,53856
Oceania,Australia,2007,17.76,534.0,32446.25,Maize,49103
Oceania,Australia,2008,17.01,534.0,42935.38,Maize,56912
Oceania,Australia,2009,17.78,534.0,38065.68,Maize,58171
Oceania,Australia,2010,17.36,534.0,42169.39,Maize,55593
Oceania,Australia,2011,17.3,534.0,47632.99,Maize,57390
Oceania,Australia,2012,17.16,534.0,48687.88,Maize,64654
Oceania,Australia,2013,17.74,534.0,45177.18,Maize,64441
Oceania,Australia,1992,16.34,534.0,22234.0,Potatoes,289220
Oceania,Australia,1993,17.07,534.0,23899.0,Potatoes,290981
Oceania,Australia,1994,16.9,534.0,21057.0,Potatoes,294270
Oceania,Australia,1995,16.55,534.0,25598.0,Potatoes,298183
Oceania,Australia,1996,16.58,534.0,31185.0,Potatoes,312853
Oceania,Australia,1997,17.0,534.0,34091.0,Potatoes,313056
Oceania,Australia,1998,17.16,534.0,37215.0,Potatoes,322292
Oceania,Australia,1999,17.16,534.0,34200.0,Potatoes,321265
Oceania,Australia,2000,17.32,534.0,33475.0,Potatoes,284527
Oceania,Australia,2001,17.24,534.0,32710.0,Potatoes,328633
Oceania,Australia,2002,17.18,534.0,26651.0,Potatoes,351358
Oceania,Australia,2004,17.26,534.0,36276.0,Potatoes,362787
Oceania,Australia,2005,17.48,534.0,34310.0,Potatoes,344117
Oceania,Australia,2006,17.25,534.0,35900.0,Potatoes,354317
Oceania,Australia,2007,17.76,534.0,32446.25,Potatoes,355463
Oceania,Australia,2008,17.01,534.0,42935.38,Potatoes,381224
Oceania,Australia,2009,17.78,534.0,38065.68,Potatoes,361747
Oceania,Australia,2010,17.36,534.0,42169.39,Potatoes,351334
Oceania,Australia,2011,17.3,534.0,47632.99,Potatoes,350887
Oceania,Australia,2012,17.16,534.0,48687.88,Potatoes,382592
Oceania,Australia,2013,17.74,534.0,45177.18,Potatoes,385434
Oceania,Australia,1992,16.34,534.0,22234.0,"Rice, paddy",88346
Oceania,Australia,1993,17.07,534.0,23899.0,"Rice, paddy",76400
Oceania,Australia,1994,16.9,534.0,21057.0,"Rice, paddy",81537
Oceania,Australia,1995,16.55,534.0,25598.0,"Rice, paddy",88003
Oceania,Australia,1996,16.58,534.0,31185.0,"Rice, paddy",63540
Oceania,Australia,1997,17.0,534.0,34091.0,"Rice, paddy",83263
Oceania,Australia,1998,17.16,534.0,37215.0,"Rice, paddy",94256
Oceania,Australia,1999,17.16,534.0,34200.0,"Rice, paddy",91615
Oceania,Australia,2000,17.32,534.0,33475.0,"Rice, paddy",82573
Oceania,Australia,2001,17.24,534.0,32710.0,"Rice, paddy",93071
Oceania,Australia,2002,17.18,534.0,26651.0,"Rice, paddy",82580
Oceania,Australia,2004,17.26,534.0,36276.0,"Rice, paddy",83305
Oceania,Australia,2005,17.48,534.0,34310.0,"Rice, paddy",66168
Oceania,Australia,2006,17.25,534.0,35900.0,"Rice, paddy",98176
Oceania,Australia,2007,17.76,534.0,32446.25,"Rice, paddy",82609
Oceania,Australia,2008,17.01,534.0,42935.38,"Rice, paddy",75988
Oceania,Australia,2009,17.78,534.0,38065.68,"Rice, paddy",84609
Oceania,Australia,2010,17.36,534.0,42169.39,"Rice, paddy",103895
Oceania,Australia,2011,17.3,534.0,47632.99,"Rice, paddy",95441
Oceania,Australia,2012,17.16,534.0,48687.88,"Rice, paddy",89098
Oceania,Australia,2013,17.74,534.0,45177.18,"Rice, paddy",102177
Oceania,Australia,1992,16.34,534.0,22234.0,Sorghum,25431
Oceania,Australia,1993,17.07,534.0,23899.0,Sorghum,12834
Oceania,Australia,1994,16.9,534.0,21057.0,Sorghum,21697
Oceania,Australia,1995,16.55,534.0,25598.0,Sorghum,18555
Oceania,Australia,1996,16.58,534.0,31185.0,Sorghum,20677
Oceania,Australia,1997,17.0,534.0,34091.0,Sorghum,26195
Oceania,Australia,1998,17.16,534.0,37215.0,Sorghum,21321
Oceania,Australia,1999,17.16,534.0,34200.0,Sorghum,32215
Oceania,Australia,2000,17.32,534.0,33475.0,Sorghum,34003
Oceania,Australia,2001,17.24,534.0,32710.0,Sorghum,25539
Oceania,Australia,2002,17.18,534.0,26651.0,Sorghum,24561
Oceania,Australia,2004,17.26,534.0,36276.0,Sorghum,27367
Oceania,Australia,2005,17.48,534.0,34310.0,Sorghum,26629
Oceania,Australia,2006,17.25,534.0,35900.0,Sorghum,25205
Oceania,Australia,2007,17.76,534.0,32446.25,Sorghum,20918
Oceania,Australia,2008,17.01,534.0,42935.38,Sorghum,40252
Oceania,Australia,2009,17.78,534.0,38065.68,Sorghum,35096
Oceania,Australia,2010,17.36,534.0,42169.39,Sorghum,30279
Oceania,Australia,2011,17.3,534.0,47632.99,Sorghum,30558
Oceania,Australia,2012,17.16,534.0,48687.88,Sorghum,33960
Oceania,Australia,2013,17.74,534.0,45177.18,Sorghum,34419
Oceania,Australia,1992,16.34,534.0,22234.0,Soybeans,21141
Oceania,Australia,1993,17.07,534.0,23899.0,Soybeans,16168
Oceania,Australia,1994,16.9,534.0,21057.0,Soybeans,19999
Oceania,Australia,1995,16.55,534.0,25598.0,Soybeans,15318
Oceania,Australia,1996,16.58,534.0,31185.0,Soybeans,18740
Oceania,Australia,1997,17.0,534.0,34091.0,Soybeans,18974
Oceania,Australia,1998,17.16,534.0,37215.0,Soybeans,17035
Oceania,Australia,1999,17.16,534.0,34200.0,Soybeans,22667
Oceania,Australia,2000,17.32,534.0,33475.0,Soybeans,18714
Oceania,Australia,2001,17.24,534.0,32710.0,Soybeans,14626
Oceania,Australia,2002,17.18,534.0,26651.0,Soybeans,19487
Oceania,Australia,2004,17.26,534.0,36276.0,Soybeans,22136
Oceania,Australia,2005,17.48,534.0,34310.0,Soybeans,16810
Oceania,Australia,2006,17.25,534.0,35900.0,Soybeans,20993
Oceania,Australia,2007,17.76,534.0,32446.25,Soybeans,19730
Oceania,Australia,2008,17.01,534.0,42935.38,Soybeans,23289
Oceania,Australia,2009,17.78,534.0,38065.68,Soybeans,18926
Oceania,Australia,2010,17.36,534.0,42169.39,Soybeans,19042
Oceania,Australia,2011,17.3,534.0,47632.99,Soybeans,17136
Oceania,Australia,2012,17.16,534.0,48687.88,Soybeans,22598
Oceania,Australia,2013,17.74,534.0,45177.18,Soybeans,22336
Oceania,Australia,1992,16.34,534.0,22234.0,Sweet potatoes,127548
Oceania,Australia,1993,17.07,534.0,23899.0,Sweet potatoes,132702
Oceania,Australia,1994,16.9,534.0,21057.0,Sweet potatoes,140961
Oceania,Australia,1995,16.55,534.0,25598.0,Sweet potatoes,155252
Oceania,Australia,1996,16.58,534.0,31185.0,Sweet potatoes,172474
Oceania,Australia,1997,17.0,534.0,34091.0,Sweet potatoes,244444
Oceania,Australia,1998,17.16,534.0,37215.0,Sweet potatoes,276923
Oceania,Australia,1999,17.16,534.0,34200.0,Sweet potatoes,275000
Oceania,Australia,2000,17.32,534.0,33475.0,Sweet potatoes,317647
Oceania,Australia,2001,17.24,534.0,32710.0,Sweet potatoes,333333
Oceania,Australia,2002,17.18,534.0,26651.0,Sweet potatoes,347368
Oceania,Australia,2004,17.26,534.0,36276.0,Sweet potatoes,333333
Oceania,Australia,2005,17.48,534.0,34310.0,Sweet potatoes,336000
Oceania,Australia,2006,17.25,534.0,35900.0,Sweet potatoes,278748
Oceania,Australia,2007,17.76,534.0,32446.25,Sweet potatoes,346237
Oceania,Australia,2008,17.01,534.0,42935.38,Sweet potatoes,266530
Oceania,Australia,2009,17.78,534.0,38065.68,Sweet potatoes,250797
Oceania,Australia,2010,17.36,534.0,42169.39,Sweet potatoes,305974
Oceania,Australia,2011,17.3,534.0,47632.99,Sweet potatoes,319252
Oceania,Australia,2012,17.16,534.0,48687.88,Sweet potatoes,331853
Oceania,Australia,2013,17.74,534.0,45177.18,Sweet potatoes,344391
Oceania,Australia,1992,16.34,534.0,22234.0,Wheat,17812
Oceania,Australia,1993,17.07,534.0,23899.0,Wheat,19658
Oceania,Australia,1994,16.9,534.0,21057.0,Wheat,11356
Oceania,Australia,1995,16.55,534.0,25598.0,Wheat,17899
Oceania,Australia,1996,16.58,534.0,31185.0,Wheat,21673
Oceania,Australia,1997,17.0,534.0,34091.0,Wheat,18412
Oceania,Australia,1998,17.16,534.0,37215.0,Wheat,19153
Oceania,Australia,1999,17.16,534.0,34200.0,Wheat,20066
Oceania,Australia,2000,17.32,534.0,33475.0,Wheat,18209
Oceania,Australia,2001,17.24,534.0,32710.0,Wheat,18209
Oceania,Australia,2002,17.18,534.0,26651.0,Wheat,21076
Oceania,Australia,2004,17.26,534.0,36276.0,Wheat,19998
Oceania,Australia,2005,17.48,534.0,34310.0,Wheat,16348
Oceania,Australia,2006,17.25,534.0,35900.0,Wheat,20213
Oceania,Australia,2007,17.76,534.0,32446.25,Wheat,9173
Oceania,Australia,2008,17.01,534.0,42935.38,Wheat,10788
Oceania,Australia,2009,17.78,534.0,38065.68,Wheat,15831
Oceania,Australia,2010,17.36,534.0,42169.39,Wheat,15729
Oceania,Australia,2011,17.3,534.0,47632.99,Wheat,20301
Oceania,Australia,2012,17.16,534.0,48687.88,Wheat,21511
Oceania,Australia,2013,17.74,534.0,45177.18,Wheat,17609
Europe,Austria,1992,9.49,1110.0,3897.0,Maize,64800
Europe,Austria,1993,8.48,1110.0,3984.0,Maize,89710
Europe,Austria,1994,9.89,1110.0,3619.0,Maize,79160
Europe,Austria,1995,8.79,1110.0,3402.0,Maize,85000
Europe,Austria,1996,7.4,1110.0,3565.0,Maize,86200
Europe,Austria,1997,8.37,1110.0,3689.6,Maize,97800
Europe,Austria,1998,9.01,1110.0,3340.3,Maize,96100
Europe,Austria,1999,9.17,1110.0,3418.6,Maize,96000
Europe,Austria,2000,10.08,1110.0,3563.2,Maize,98600
Europe,Austria,2001,8.75,1110.0,3132.2,Maize,90869
Europe,Austria,2002,9.62,1110.0,3079.2,Maize,99815
Europe,Austria,2004,8.76,1110.0,3301.7,Maize,96544
Europe,Austria,2005,8.6,1110.0,3404.0,Maize,106570
Europe,Austria,2006,9.13,1110.0,3415.7,Maize,96370
Europe,Austria,2007,10.03,1110.0,3526.6,Maize,103128
Europe,Austria,2008,9.96,1110.0,4246.7,Maize,113173
Europe,Austria,2009,9.48,1110.0,3531.8,Maize,108293
Europe,Austria,2010,8.36,1110.0,3692.4,Maize,97247
Europe,Austria,2011,9.42,1110.0,3441.5,Maize,112996
